all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,393185,548634,3168,2850,1872,157283


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
"pos from 从句连词 to 代词
"
original sentence,"Everyone is apprehensive , there is some talk that April 9th and 10th are going to be bloody days ."
wrong word,that 9
mutation sentence,"Everyone is apprehensive , there is some big talk that April 9th and 10th are going to be bloody days ."
mutation sentence,"Everyone is apprehensive , there is some loud talk that April 9th and 10th are going to be bloody days ."
mutation sentence,"Everyone is apprehensive , there is some local talk that April 9th and 10th are going to be bloody days ."
mutation sentence,"Everyone is apprehensive , there is some general talk that April 9th and 10th are going to be bloody days ."

original sentence,We all know that John Kerry served in Vietnam .
wrong word,that 4
mutation sentence,We all know today that John Kerry served in Vietnam .

original sentence,That he did n’t show up for duty in Alabama ?
wrong word,That 1
mutation sentence,That maybe he did n’t show up for duty in Alabama ?

original sentence,That he missed a physical ?
wrong word,That 1
mutation sentence,That maybe he missed a physical ?

original sentence,"The Kerry camp blames Bush for the Swift boat veterans ’ attack , but anyone who has spent much time talking to the Swifties gets the sense that they are doing it entirely for their own reasons ."
wrong word,that 28
mutation sentence,"The Kerry camp blames Bush for the Swift boat veterans ’ attack , but anyone who has spent much time talking to the Swifties gets the sense that today they are doing it entirely for their own reasons ."
mutation sentence,"The Kerry camp blames Bush for the Swift boat veterans ’ attack , but anyone who has spent much time talking to the Swifties gets the sense that they are doing just it entirely for their own reasons ."
mutation sentence,"The Kerry camp blames Bush for the Swift boat veterans ’ attack , but anyone who has spent much time talking to the Swifties gets the sense that they are doing so it entirely for their own reasons ."
mutation sentence,"The Kerry camp blames Bush for the Swift boat veterans ’ attack , but anyone who has spent much time talking to the Swifties gets the sense that they are doing exactly it entirely for their own reasons ."

original sentence,"And though he 'd been a faithful servant , he was not such a player that he could get away with that ."
wrong word,that 16
mutation sentence,"And though he 'd been a faithful servant , he was not such a player that even he could get away with that ."
