all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"Crowds are at their thinnest , but many of the country ’s tourist attractions and services close down in October and do n’t reopen until Easter , which paradoxically leaves visitors with a more convincing taste of exactly how Ireland is experienced by most of the Irish : it ’s cold , grey and dark by 5 pm , but there ’s always a pub to escape into when the rain starts sheeting down ."
mutation sentence,"Crowds are at their thinnest , but many of the country ’s tourist attractions and services close down in October and do n’t reopen until Easter , which paradoxically leaves visitors with a more convincing taste of how rural Ireland is experienced by most of the Irish : it ’s cold , grey and dark by 5 pm , but there ’s always a pub to escape into when the rain starts sheeting down ."
mutation sentence,"Crowds are at their thinnest , but many of the country ’s tourist attractions and services close down in October and do n’t reopen until Easter , which paradoxically leaves visitors with a more convincing taste of how northern Ireland is experienced by most of the Irish : it ’s cold , grey and dark by 5 pm , but there ’s always a pub to escape into when the rain starts sheeting down ."
mutation sentence,"Crowds are at their thinnest , but many of the country ’s tourist attractions and services close down in October and do n’t reopen until Easter , which paradoxically leaves visitors with a more convincing taste of how cold Ireland is experienced by most of the Irish : it ’s cold , grey and dark by 5 pm , but there ’s always a pub to escape into when the rain starts sheeting down ."

original sentence,"The ship is designed thematically , with imposing animated cartoon characters ."
wrong word,with
mutation sentence,"The ship is designed thematically , with its imposing animated cartoon characters ."
mutation sentence,"The ship is designed thematically , with an imposing animated cartoon characters ."
mutation sentence,"The ship is designed thematically , with two imposing animated cartoon characters ."
mutation sentence,"The ship is designed thematically , with several imposing animated cartoon characters ."
mutation sentence,"The ship is designed thematically , with many imposing animated cartoon characters ."
mutation sentence,"The ship is designed thematically , with large imposing animated cartoon characters ."
mutation sentence,"The ship is designed thematically , with four imposing animated cartoon characters ."
mutation sentence,"The ship is designed thematically , with the imposing animated cartoon characters ."

original sentence,We always took ours to dinner and discussed what things we felt we ' had ' to do and which ones we felt like skipping in lieu of just chilling .
wrong word,like
mutation sentence,We always took ours to dinner and discussed what things we felt we ' had ' to do and which ones we felt like completely skipping in lieu of just chilling .
wrong word,of
mutation sentence,We always took ours to dinner and discussed what things we felt we ' had ' to do and which ones we felt like skipping in lieu of the just chilling .
mutation sentence,We always took ours to dinner and discussed what things we felt we ' had ' to do and which ones we felt like skipping in lieu of just some chilling .
mutation sentence,We always took ours to dinner and discussed what things we felt we ' had ' to do and which ones we felt like skipping in lieu of just a chilling .
