all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
3826,60699,213001,728,5623,870,219287


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"


"pos from 形容 to 副词
"
original sentence,"Some archival investigation on the original letters suggests that the woman of romantic interest was a Mademoiselle Stéphanie-Félicie Poterin du Motel , [ 18 ] the daughter of the physician at the hostel where Galois stayed during the last months of his life ."
wrong word,du 20
mutation sentence,"Some archival investigation on the original letters suggests that the woman of romantic interest was a Mademoiselle Stéphanie-Félicie Poterin et du Motel , [ 18 ] the daughter of the physician at the hostel where Galois stayed during the last months of his life ."

original sentence,"She also worked with a number of other notable directors such as Michelangelo Antonioni ( La notte and Beyond the Clouds ) , Orson Welles ( The Trial , Chimes at Midnight and The Immortal Story ) , Luis Buñuel ( Diary of a Chambermaid ) , Elia Kazan ( The Last Tycoon ) , Rainer Werner Fassbinder ( Querelle ) , Wim Wenders ( Until the End of the World ) , Carl Foreman ( Champion and The Victors ) , and Manoel de Oliveira ( Gebo et l' Ombre ) ."
wrong word,l' 90
mutation sentence,"She also worked with a number of other notable directors such as Michelangelo Antonioni ( La notte and Beyond the Clouds ) , Orson Welles ( The Trial , Chimes at Midnight and The Immortal Story ) , Luis Buñuel ( Diary of a Chambermaid ) , Elia Kazan ( The Last Tycoon ) , Rainer Werner Fassbinder ( Querelle ) , Wim Wenders ( Until the End of the World ) , Carl Foreman ( Champion and The Victors ) , and Manoel de Oliveira ( Gebo et l' en Ombre ) ."
mutation sentence,"She also worked with a number of other notable directors such as Michelangelo Antonioni ( La notte and Beyond the Clouds ) , Orson Welles ( The Trial , Chimes at Midnight and The Immortal Story ) , Luis Buñuel ( Diary of a Chambermaid ) , Elia Kazan ( The Last Tycoon ) , Rainer Werner Fassbinder ( Querelle ) , Wim Wenders ( Until the End of the World ) , Carl Foreman ( Champion and The Victors ) , and Manoel de Oliveira ( Gebo et l' est Ombre ) ."

original sentence,"In March 2015 , Padalecki launched his Always Keep Fighting campaign through Represent.com ."
wrong word,Represent.com 13
mutation sentence,"In March 2015 , Padalecki launched his Always Keep Fighting campaign online through Represent.com ."

original sentence,"Santorum the person has been in the news throughout the primary season , and we thought it would be interesting to try to create a delicious drink that mimicked the appearance of the Dan Savage meaning of "" santorum . """
wrong word,santorum 39
mutation sentence,"Santorum the person has been in the news throughout the primary season , and we thought it would be interesting to try to create a delicious drink that mimicked the appearance of the Dan Savage meaning of "" non santorum . """
mutation sentence,"Santorum the person has been in the news throughout the primary season , and we thought it would be interesting to try to create a delicious drink that mimicked the appearance of the Dan Savage meaning of "" de santorum . """
mutation sentence,"Santorum the person has been in the news throughout the primary season , and we thought it would be interesting to try to create a delicious drink that mimicked the appearance of the Dan Savage meaning of "" ad santorum . """
mutation sentence,"Santorum the person has been in the news throughout the primary season , and we thought it would be interesting to try to create a delicious drink that mimicked the appearance of the Dan Savage meaning of "" per santorum . """
mutation sentence,"Santorum the person has been in the news throughout the primary season , and we thought it would be interesting to try to create a delicious drink that mimicked the appearance of the Dan Savage meaning of "" cum santorum . """



"pos from 标点 to 形容
"


"pos from 标点 to 介词
"


"pos from 标点 to 副词
"


"pos from 标点 to 助词
"


"pos from 标点 to 并列连词
"


"pos from 标点 to 定冠
"


"pos from 标点 to 感叹
"


"pos from 标点 to 名词
"


"pos from 标点 to 数字
"
original sentence,Epistemic pollution may stem not only from counterfeit institutions of knowledge production but also from bad behavior by legitimate institutions . 9
wrong word,9 22
mutation sentence,Epistemic pollution may stem not only from counterfeit institutions of knowledge production but also from bad behavior by legitimate institutions c . 9



"pos from 标点 to 功能
"


"pos from 标点 to 代词
"


"pos from 标点 to 特指名词
"


"pos from 标点 to 标点
"


"pos from 标点 to 从句连词
"


"pos from 标点 to 符号
"
original sentence,"Nida also developed the componential analysis technique , which split words into their components to help determine equivalence in translation ( e.g. "" bachelor "" = male + unmarried ) ."
wrong word,= 26
mutation sentence,"Nida also later developed the componential analysis technique , which split words into their components to help determine equivalence in translation ( e.g. "" bachelor "" = male + unmarried ) ."
mutation sentence,"Nida also first developed the componential analysis technique , which split words into their components to help determine equivalence in translation ( e.g. "" bachelor "" = male + unmarried ) ."
mutation sentence,"Nida also further developed the componential analysis technique , which split words into their components to help determine equivalence in translation ( e.g. "" bachelor "" = male + unmarried ) ."
mutation sentence,"Nida also independently developed the componential analysis technique , which split words into their components to help determine equivalence in translation ( e.g. "" bachelor "" = male + unmarried ) ."
mutation sentence,"Nida also recently developed the componential analysis technique , which split words into their components to help determine equivalence in translation ( e.g. "" bachelor "" = male + unmarried ) ."
mutation sentence,"Nida also originally developed the componential analysis technique , which split words into their components to help determine equivalence in translation ( e.g. "" bachelor "" = male + unmarried ) ."
mutation sentence,"Nida also initially developed the componential analysis technique , which split words into their components to help determine equivalence in translation ( e.g. "" bachelor "" = male + unmarried ) ."
mutation sentence,"Nida also partially developed the componential analysis technique , which split words into their components to help determine equivalence in translation ( e.g. "" bachelor "" = male + unmarried ) ."
