all_test_sen_num,c_n_same_sen_num,filtered_mut_num,cnm_100_num,cnm_000_num,cnm_001_num,cnm_010_num
10119,570546,795696,6663,5883,2674,224904


"pos from 形容 to 形容
"


"pos from 形容 to 介词
"
mutation sentence,"Otherwise , we can see who we can scare up at the office , or you can have our Laura sign and I 'll initial later ."
mutation sentence,"Otherwise , we can see who we can scare up at the office , or you can have Laura Adams sign and I 'll initial later ."
mutation sentence,"Otherwise , we can see who we can scare up at the office , or you can have Laura Andrews sign and I 'll initial later ."

original sentence,"With respect to First Union National Bank , the draft we were working from was so old that they agreed to look at our current form of agreement which was sent to them on 11/8/00 for review ."
wrong word,look
mutation sentence,"With respect to First Union National Bank , the draft we were working from was so old that they agreed to a look at our current form of agreement which was sent to them on 11/8/00 for review ."

original sentence,"As we discussed , the following is revised disclosure regarding direct access to deal with the cost issue :"
wrong word,deal
mutation sentence,"As we discussed , the following is revised disclosure regarding direct access to better deal with the cost issue :"

original sentence,Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day after we return )
wrong word,return
mutation sentence,Days away : Sept. 21 through Oct. 3 ( assuming you work on the day we leave and go back to work the day after we each return )

original sentence,"Fri. Sept. 22 - Stay in same hotel , visit Monaco , Nice ?"
wrong word,Stay
mutation sentence,"Fri. Sept. 22 - 29 Stay in same hotel , visit Monaco , Nice ?"

original sentence,Sun. Oct. 1 - Paris to London in afternoon - probably by Eurostar train - ( arrv. London late afternoon )
wrong word,arrv.
mutation sentence,Sun. Oct. 1 - Paris to London in afternoon - probably by Eurostar train - ( French arrv. London late afternoon )

original sentence,"Tues. Oct. 3 - Fly London to Houston ( lv. around noon , arrv. around 4:30 pm )"
wrong word,lv.
mutation sentence,"Tues. Oct. 3 - Fly London to Houston ( a lv. around noon , arrv. around 4:30 pm )"
mutation sentence,"Tues. Oct. 3 - Fly London to Houston ( from lv. around noon , arrv. around 4:30 pm )"
mutation sentence,"Tues. Oct. 3 - Fly London to Houston ( the lv. around noon , arrv. around 4:30 pm )"
wrong word,arrv.
mutation sentence,"Tues. Oct. 3 - Fly London to Houston ( lv. around noon , last arrv. around 4:30 pm )"
